date,year,month,population,rainfall_mm,temperature_c,inflow_mcm,losses_mcm,supply_mcm,domestic_demand_mcm,agricultural_demand_mcm,industrial_demand_mcm,total_demand_mcm,storage_mcm,stress_index_demand_over_supply,stress_index_demand_over_storage,scenario
2032-02-01,2032,2,1955228,64.41,21.15,10.469,1.532,8.937,7.317,17.668,4.226,29.211,0.0,3.269,29210584.816,virtual_water
2032-03-01,2032,3,1960820,66.11,22.58,10.977,1.592,9.385,7.489,21.98,4.365,33.834,0.0,3.605,33833990.847,virtual_water
2032-04-01,2032,4,1966412,52.1,23.59,10.472,1.635,8.837,7.618,22.867,4.311,34.795,0.0,3.937,34795423.322,virtual_water
2032-05-01,2032,5,1972005,34.69,24.3,6.954,1.665,5.29,7.715,22.617,4.183,34.515,0.0,6.525,34515038.57,virtual_water
2032-06-01,2032,6,1977597,6.58,22.1,4.019,1.572,2.446,7.502,17.672,3.97,29.144,0.0,11.914,29143730.238,virtual_water
2032-07-01,2032,7,1983189,0.0,18.99,0.0,1.441,0.0,7.19,11.819,4.189,23.198,0.0,23197671.465,23197671.465,virtual_water
2032-08-01,2032,8,1988781,21.54,17.05,3.438,1.36,2.078,7.002,7.22,4.165,18.387,0.0,8.848,18386652.512,virtual_water
2032-09-01,2032,9,1994373,27.06,11.75,4.524,1.137,3.387,6.45,4.577,4.22,15.248,0.0,4.502,15247851.241,virtual_water
2032-10-01,2032,10,1999966,51.44,13.4,8.358,1.207,7.152,6.647,2.561,4.724,13.932,0.0,1.948,13931522.108,virtual_water
2032-11-01,2032,11,2005558,68.78,15.13,10.769,1.28,9.489,6.853,5.538,4.041,16.433,0.0,1.732,16432574.764,virtual_water
2032-12-01,2032,12,2011150,73.92,15.18,12.627,1.281,11.346,6.877,8.154,4.278,19.309,0.0,1.702,19309014.348,virtual_water
2033-01-01,2033,1,2016742,84.25,18.83,14.11,1.435,12.675,7.294,15.893,4.46,27.647,0.0,2.181,27646786.145,virtual_water
2033-02-01,2033,2,2022527,74.85,21.53,12.924,1.548,11.376,7.61,16.509,4.218,28.337,0.0,2.491,28336575.788,virtual_water
2033-03-01,2033,3,2028311,67.03,23.61,12.671,1.636,11.035,7.86,22.011,4.777,34.649,0.0,3.14,34648519.519,virtual_water
2033-04-01,2033,4,2034096,39.56,24.87,8.886,1.688,7.197,8.02,21.942,4.098,34.061,0.0,4.733,34061063.945,virtual_water
2033-05-01,2033,5,2039880,30.04,25.47,6.232,1.714,4.518,8.109,21.3,4.274,33.684,0.0,7.455,33683541.92,virtual_water
2033-06-01,2033,6,2045665,22.99,23.6,5.623,1.635,3.988,7.926,18.426,3.993,30.345,0.0,7.609,30345058.44,virtual_water
2033-07-01,2033,7,2051450,25.37,18.86,5.474,1.436,4.038,7.423,11.099,4.105,22.627,0.0,5.603,22627223.132,virtual_water
2033-08-01,2033,8,2057234,16.97,17.65,3.111,1.385,1.725,7.31,8.901,4.255,20.467,0.0,11.863,20466602.115,virtual_water
2033-09-01,2033,9,2063019,37.19,13.96,5.745,1.23,4.515,6.919,7.079,4.405,18.403,0.0,4.076,18402734.777,virtual_water
2033-10-01,2033,10,2068803,44.04,14.53,6.848,1.254,5.594,7.002,3.386,4.273,14.662,0.0,2.621,14661507.227,virtual_water
2033-11-01,2033,11,2074588,60.43,13.86,9.733,1.226,8.507,6.947,5.403,4.508,16.857,0.0,1.982,16857228.369,virtual_water
2033-12-01,2033,12,2080372,80.98,16.23,12.612,1.326,11.286,7.233,9.705,4.169,21.107,0.0,1.87,21107269.345,virtual_water
2034-01-01,2034,1,2086157,56.17,19.47,12.428,1.462,10.966,7.618,13.351,4.131,25.1,0.0,2.289,25099743.143,virtual_water
2034-02-01,2034,2,2092141,59.29,24.72,10.503,1.682,8.821,8.233,17.754,4.89,30.876,0.0,3.5,30876485.803,virtual_water
2034-03-01,2034,3,2098124,46.51,25.06,8.635,1.696,6.939,8.294,19.559,4.313,32.166,0.0,4.636,32166117.696,virtual_water
2034-04-01,2034,4,2104108,22.95,24.61,6.208,1.678,4.53,8.267,23.828,4.034,36.13,0.0,7.976,36129728.921,virtual_water
2034-05-01,2034,5,2110092,24.96,25.15,2.525,1.7,0.825,8.352,21.765,4.04,34.158,0.0,41.4,34157850.442,virtual_water
2034-06-01,2034,6,2116076,28.63,21.89,3.206,1.563,1.643,8.003,17.313,3.978,29.295,0.0,17.833,29294976.762,virtual_water
2034-07-01,2034,7,2122060,14.09,18.79,3.866,1.433,2.433,7.67,13.648,4.448,25.766,0.0,10.589,25765986.091,virtual_water
2034-08-01,2034,8,2128043,23.0,16.91,3.606,1.354,2.252,7.476,8.095,4.123,19.694,0.0,8.745,19693704.958,virtual_water
2034-09-01,2034,9,2134027,42.99,14.01,6.674,1.232,5.441,7.163,4.617,4.246,16.026,0.0,2.945,16025701.477,virtual_water
2034-10-01,2034,10,2140011,60.29,13.4,8.581,1.207,7.374,7.113,4.481,4.198,15.792,0.0,2.141,15791807.904,virtual_water
2034-11-01,2034,11,2145994,60.92,14.0,10.609,1.232,9.378,7.201,3.791,4.397,15.389,0.0,1.641,15389161.781,virtual_water
2034-12-01,2034,12,2151978,86.32,16.45,15.375,1.335,14.041,7.507,9.759,4.002,21.268,0.0,1.515,21267633.825,virtual_water
2035-01-01,2035,1,2157962,77.44,19.57,14.678,1.466,13.212,7.891,12.14,3.966,23.998,0.0,1.816,23997653.904,virtual_water
2035-02-01,2035,2,2157962,63.97,20.68,12.038,1.513,10.525,8.021,17.735,4.291,30.047,0.0,2.855,30046706.868,virtual_water
2035-03-01,2035,3,2157962,55.56,24.96,9.814,1.692,8.121,8.519,23.919,4.385,36.824,0.0,4.534,36823648.875,virtual_water
2035-04-01,2035,4,2157962,31.65,24.44,6.478,1.671,4.808,8.459,24.406,4.318,37.183,0.0,7.734,37183236.744,virtual_water
2035-05-01,2035,5,2157962,22.82,23.27,2.753,1.621,1.132,8.323,22.057,4.033,34.413,0.0,30.407,34412599.198,virtual_water
2035-06-01,2035,6,2157962,17.33,22.18,3.527,1.576,1.952,8.196,17.452,4.404,30.052,0.0,15.398,30051744.766,virtual_water
2035-07-01,2035,7,2157962,25.2,19.3,4.673,1.454,3.219,7.859,13.026,4.049,24.935,0.0,7.747,24934575.916,virtual_water
2035-08-01,2035,8,2157962,38.54,15.68,4.783,1.302,3.481,7.437,8.796,4.105,20.338,0.0,5.843,20337684.785,virtual_water
2035-09-01,2035,9,2157962,17.78,14.7,3.672,1.261,2.41,7.324,5.212,3.999,16.535,0.0,6.86,16535033.72,virtual_water
2035-10-01,2035,10,2157962,50.76,12.16,6.225,1.155,5.07,7.027,3.783,4.56,15.371,0.0,3.031,15370868.528,virtual_water
2035-11-01,2035,11,2157962,51.01,13.71,8.141,1.22,6.922,7.208,5.143,4.393,16.744,0.0,2.419,16744245.638,virtual_water
2035-12-01,2035,12,2157962,77.36,15.76,12.197,1.306,10.891,7.447,8.502,4.386,20.336,0.0,1.867,20336041.465,virtual_water
