date,year,month,population,rainfall_mm,temperature_c,evaporation_mcm,total_demand_mcm,storage_baseline_mcm,storage_rain_minus3_mcm,storage_rain_minus5_mcm,stress_baseline,stress_rain_minus3,stress_rain_minus5,delta_storage,supply_mcm,storage_original_mcm,storage_reconstructed_mcm
2027-01-01,2027,1,1646152,118.21,18.22,0.364,28.395,58.680382405558,2.938,2.124,6.57,9.665,13.372,0.3330000000000002,28.728,4.322,58.680382405558
2027-02-01,2027,2,1650874,101.95,22.46,0.449,34.866,63.44776942327172,0.0,0.0,90.217,34865856.34,34865856.34,-3.936,30.93,0.386,63.44776942327172
2027-03-01,2027,3,1655595,64.28,24.5,0.49,41.929,67.23007285214952,0.0,0.0,41929086.77,41929086.77,41929086.77,-0.386,41.543,0.0,67.23007285214952
2027-04-01,2027,4,1660317,59.33,25.17,0.503,43.411,69.11578339910027,0.0,0.0,43410904.18,43410904.18,43410904.18,0.0,43.411,0.0,69.11578339910027
2027-05-01,2027,5,1665039,28.28,24.93,0.499,40.116,61.17575570149111,0.0,0.0,40115997.6,40115997.6,40115997.6,0.0,40.116,0.0,61.17575570149111
2027-06-01,2027,6,1669760,20.18,22.3,0.446,36.029,41.719549769779675,0.0,0.0,36028873.66,36028873.66,36028873.66,0.0,36.029,0.0,41.719549769779675
2027-07-01,2027,7,1674482,35.11,19.38,0.388,29.373,33.73673593765777,0.0,0.0,29372689.49,29372689.49,29372689.49,0.0,29.373,0.0,33.73673593765777
2027-08-01,2027,8,1679204,31.73,16.31,0.326,23.022,27.31839997889018,0.0,0.0,23022172.52,23022172.52,23022172.52,0.0,23.022,0.0,27.31839997889018
2027-09-01,2027,9,1683925,33.01,13.9,0.278,14.33,31.164134522627382,0.0,0.0,14330177.18,14330177.18,14330177.18,0.0,14.33,0.0,31.164134522627382
2027-10-01,2027,10,1688647,49.86,11.61,0.232,12.684,38.521902409500356,0.0,0.0,12684343.68,12684343.68,12684343.68,0.0,12.684,0.0,38.521902409500356
2027-11-01,2027,11,1693369,80.33,13.72,0.274,16.733,48.30084849766464,0.0,0.0,16732989.06,16732989.06,16732989.06,0.0,16.733,0.0,48.30084849766464
2027-12-01,2027,12,1698090,82.48,15.47,0.309,19.482,51.67207786814322,0.0,0.0,19481979.29,19481979.29,19481979.29,0.0,19.482,0.0,51.67207786814322
2028-01-01,2028,1,1702812,93.29,18.04,0.361,26.658,42.51869758001166,0.0,0.0,26657519.37,26657519.37,26657519.37,0.0,26.658,0.0,42.51869758001166
2028-02-01,2028,2,1707696,97.76,23.12,0.462,34.942,48.128561157265466,0.0,0.0,34942438.7,34942438.7,34942438.7,0.0,34.942,0.0,48.128561157265466
2028-03-01,2028,3,1712580,91.55,25.35,0.507,41.21,47.98902243823137,0.0,0.0,41210164.45,41210164.45,41210164.45,0.0,41.21,0.0,47.98902243823137
2028-04-01,2028,4,1717464,66.09,25.89,0.518,42.768,48.81198230058756,0.0,0.0,42767966.3,42767966.3,42767966.3,0.0,42.768,0.0,48.81198230058756
2028-05-01,2028,5,1722349,17.09,24.31,0.486,39.642,46.80579827660432,0.0,0.0,39641721.71,39641721.71,39641721.71,0.0,39.642,0.0,46.80579827660432
2028-06-01,2028,6,1727233,28.4,22.89,0.458,35.001,43.84059342153708,0.0,0.0,35000503.13,35000503.13,35000503.13,0.0,35.001,0.0,43.84059342153708
2028-07-01,2028,7,1732117,20.72,18.95,0.379,27.457,43.60532805388618,0.0,0.0,27457382.32,27457382.32,27457382.32,0.0,27.457,0.0,43.60532805388618
2028-08-01,2028,8,1737001,29.5,16.08,0.322,20.067,46.82383772656985,0.0,0.0,20067023.01,20067023.01,20067023.01,0.0,20.067,0.0,46.82383772656985
2028-09-01,2028,9,1741885,56.16,12.98,0.26,17.595,51.114729588555605,0.0,0.0,17594950.04,17594950.04,17594950.04,0.0,17.595,0.0,51.114729588555605
2028-10-01,2028,10,1746770,39.37,13.22,0.264,14.219,57.61878782482371,0.0,0.0,14218627.03,14218627.03,14218627.03,0.0,14.219,0.0,57.61878782482371
2028-11-01,2028,11,1751654,74.09,13.79,0.276,16.145,57.28087545620791,0.0,0.0,16144584.44,16144584.44,16144584.44,0.0,16.145,0.0,57.28087545620791
2028-12-01,2028,12,1756538,100.55,15.03,0.301,20.561,65.07661859393785,0.0,0.0,20561459.92,20561459.92,20561459.92,0.0,20.561,0.0,65.07661859393785
2029-01-01,2029,1,1761422,84.18,18.98,0.38,27.898,69.15444740910462,0.0,0.0,110.052,27897533.43,27897533.43,0.253,28.151,0.253,69.15444740910462
2029-02-01,2029,2,1766474,109.4,21.96,0.439,34.946,73.73030799490364,0.0,0.0,34946409.45,34946409.45,34946409.45,-0.253,34.693,0.0,73.73030799490364
2029-03-01,2029,3,1771526,83.68,25.47,0.509,38.47,76.9820673357382,0.0,0.0,38470078.03,38470078.03,38470078.03,0.0,38.47,0.0,76.9820673357382
2029-04-01,2029,4,1776579,68.47,25.65,0.513,41.885,69.3446764938802,0.0,0.0,41884970.46,41884970.46,41884970.46,0.0,41.885,0.0,69.3446764938802
2029-05-01,2029,5,1781631,34.29,24.22,0.484,39.18,62.435460752189755,0.0,0.0,39180294.19,39180294.19,39180294.19,0.0,39.18,0.0,62.435460752189755
2029-06-01,2029,6,1786683,33.5,22.19,0.444,33.368,62.24415124972418,0.0,0.0,33367948.56,33367948.56,33367948.56,0.0,33.368,0.0,62.24415124972418
2029-07-01,2029,7,1791736,30.68,19.05,0.381,27.204,65.19348675985,0.0,0.0,27203901.91,27203901.91,27203901.91,0.0,27.204,0.0,65.19348675985
2029-08-01,2029,8,1796788,27.69,15.88,0.318,22.818,63.47492049293312,0.0,0.0,22817994.89,22817994.89,22817994.89,0.0,22.818,0.0,63.47492049293312
2029-09-01,2029,9,1801840,42.34,13.07,0.261,15.925,65.19328747261545,0.0,0.0,15924526.01,15924526.01,15924526.01,0.0,15.925,0.0,65.19328747261545
2029-10-01,2029,10,1806892,62.7,12.91,0.258,15.231,69.83830633894947,0.0,0.0,15230759.59,15230759.59,15230759.59,0.0,15.231,0.0,69.83830633894947
2029-11-01,2029,11,1811944,71.37,13.3,0.266,16.288,57.44531733371581,0.0,0.0,16288489.59,16288489.59,16288489.59,0.0,16.288,0.0,57.44531733371581
2029-12-01,2029,12,1816997,93.17,15.14,0.303,21.681,56.666526759924196,0.0,0.0,21680518.45,21680518.45,21680518.45,0.0,21.681,0.0,56.666526759924196
2030-01-01,2030,1,1822049,98.47,19.46,0.389,27.944,63.15719857055552,0.0,0.0,27943960.45,27943960.45,27943960.45,0.0,27.944,0.0,63.15719857055552
2030-02-01,2030,2,1827275,98.47,22.37,0.447,36.242,67.88727695079228,0.0,0.0,36241946.48,36241946.48,36241946.48,0.0,36.242,0.0,67.88727695079228
2030-03-01,2030,3,1832501,90.0,23.05,0.461,42.109,83.25373473547174,0.0,0.0,42109039.33,42109039.33,42109039.33,0.0,42.109,0.0,83.25373473547174
2030-04-01,2030,4,1837728,49.41,25.01,0.5,42.809,87.02664659001205,0.0,0.0,42808880.7,42808880.7,42808880.7,0.0,42.809,0.0,87.02664659001205
2030-05-01,2030,5,1842954,38.75,24.99,0.5,42.566,83.57470098268405,0.0,0.0,42566344.22,42566344.22,42566344.22,0.0,42.566,0.0,83.57470098268405
2030-06-01,2030,6,1848180,40.17,22.84,0.457,36.559,71.81475149219578,0.0,0.0,36559335.75,36559335.75,36559335.75,0.0,36.559,0.0,71.81475149219578
2030-07-01,2030,7,1853406,12.56,19.82,0.396,28.36,62.691771355935316,0.0,0.0,28360060.88,28360060.88,28360060.88,0.0,28.36,0.0,62.691771355935316
2030-08-01,2030,8,1858632,17.14,16.13,0.323,20.792,62.47388062983192,0.0,0.0,20792407.94,20792407.94,20792407.94,0.0,20.792,0.0,62.47388062983192
2030-09-01,2030,9,1863858,42.02,13.31,0.266,15.199,66.08776481623691,0.0,0.0,15198660.12,15198660.12,15198660.12,0.0,15.199,0.0,66.08776481623691
2030-10-01,2030,10,1869084,68.44,12.34,0.247,14.129,61.64789487748989,0.0,0.0,14129105.15,14129105.15,14129105.15,0.0,14.129,0.0,61.64789487748989
2030-11-01,2030,11,1874311,80.11,14.15,0.283,16.662,75.12592097178867,0.0,0.0,16662373.65,16662373.65,16662373.65,0.0,16.662,0.0,75.12592097178867
2030-12-01,2030,12,1879537,107.93,16.37,0.327,20.867,78.67243000802222,0.0,0.0,20867230.52,20867230.52,20867230.52,0.0,20.867,0.0,78.67243000802222
2031-01-01,2031,1,1884763,108.57,20.08,0.402,29.268,78.11183984334778,0.791,0.338,19.898,37.004,86.688,1.471,30.739,1.471,78.11183984334778
2031-02-01,2031,2,1890169,103.06,22.95,0.459,36.956,68.59149514452756,0.0,0.0,36955851.1,36955851.1,36955851.1,-1.471,35.485,0.0,68.59149514452756
2031-03-01,2031,3,1895575,85.54,24.28,0.486,42.402,72.03177306536075,0.0,0.0,42401672.04,42401672.04,42401672.04,0.0,42.402,0.0,72.03177306536075
2031-04-01,2031,4,1900981,83.28,24.31,0.486,44.916,67.23162350603528,0.0,0.0,44915677.9,44915677.9,44915677.9,0.0,44.916,0.0,67.23162350603528
2031-05-01,2031,5,1906387,37.95,24.15,0.483,43.131,61.21907659208654,0.0,0.0,43130774.81,43130774.81,43130774.81,0.0,43.131,0.0,61.21907659208654
2031-06-01,2031,6,1911793,5.32,22.33,0.447,35.613,44.9122389598382,0.0,0.0,35613388.75,35613388.75,35613388.75,0.0,35.613,0.0,44.9122389598382
2031-07-01,2031,7,1917200,36.04,19.04,0.381,30.799,44.67942293565625,0.0,0.0,30799076.37,30799076.37,30799076.37,0.0,30.799,0.0,44.67942293565625
2031-08-01,2031,8,1922606,20.78,15.78,0.316,20.945,46.49223861930913,0.0,0.0,20944936.9,20944936.9,20944936.9,0.0,20.945,0.0,46.49223861930913
2031-09-01,2031,9,1928012,41.08,14.16,0.283,17.763,51.28198589938303,0.0,0.0,17762634.06,17762634.06,17762634.06,0.0,17.763,0.0,51.28198589938303
2031-10-01,2031,10,1933418,73.1,12.83,0.257,14.636,56.06727006646298,0.0,0.0,14636157.77,14636157.77,14636157.77,0.0,14.636,0.0,56.06727006646298
2031-11-01,2031,11,1938824,63.98,13.54,0.271,15.912,62.99491072794076,0.0,0.0,34.792,15912118.02,15912118.02,0.457,16.369,0.457,62.99491072794076
2031-12-01,2031,12,1944230,82.12,16.4,0.328,20.096,64.39529474284706,0.0,0.0,20095765.23,20095765.23,20095765.23,-0.457,19.639,0.0,64.39529474284706
2032-01-01,2032,1,1949636,83.99,18.98,0.38,28.902,66.10308331605549,0.0,0.0,28901751.11,28901751.11,28901751.11,0.0,28.902,0.0,66.10308331605549
2032-02-01,2032,2,1955228,86.7,22.43,0.449,35.075,62.06642772054441,0.0,0.0,35075282.53,35075282.53,35075282.53,0.0,35.075,0.0,62.06642772054441
2032-03-01,2032,3,1960820,84.4,24.65,0.493,43.129,58.445273964132284,0.0,0.0,43129175.25,43129175.25,43129175.25,0.0,43.129,0.0,58.445273964132284
2032-04-01,2032,4,1966412,65.24,24.46,0.489,45.893,52.803263401358805,0.0,0.0,45893232.3,45893232.3,45893232.3,0.0,45.893,0.0,52.803263401358805
2032-05-01,2032,5,1972005,42.76,24.12,0.482,41.315,52.88481475426426,0.0,0.0,41314808.64,41314808.64,41314808.64,0.0,41.315,0.0,52.88481475426426
2032-06-01,2032,6,1977597,11.23,23.27,0.465,37.475,38.60873211499314,0.0,0.0,37475497.05,37475497.05,37475497.05,0.0,37.475,0.0,38.60873211499314
2032-07-01,2032,7,1983189,0.0,18.45,0.369,28.586,34.99733177654248,0.0,0.0,28586224.03,28586224.03,28586224.03,0.0,28.586,0.0,34.99733177654248
2032-08-01,2032,8,1988781,25.9,14.78,0.296,21.375,34.24368539815343,0.0,0.0,21375211.55,21375211.55,21375211.55,0.0,21.375,0.0,34.24368539815343
2032-09-01,2032,9,1994373,35.28,12.76,0.255,17.334,56.02456888242703,0.0,0.0,17334114.19,17334114.19,17334114.19,0.0,17.334,0.0,56.02456888242703
2032-10-01,2032,10,1999966,64.59,13.28,0.266,14.952,57.4120353400136,0.0,0.0,14951694.93,14951694.93,14951694.93,0.0,14.952,0.0,57.4120353400136
2032-11-01,2032,11,2005558,87.02,14.09,0.282,18.447,68.53052014876194,0.0,0.0,18447498.45,18447498.45,18447498.45,0.0,18.447,0.0,68.53052014876194
2032-12-01,2032,12,2011150,96.02,16.18,0.324,21.434,66.2323422726902,0.0,0.0,21434432.26,21434432.26,21434432.26,0.0,21.434,0.0,66.2323422726902
2033-01-01,2033,1,2016742,107.6,20.19,0.404,30.619,64.6427305130951,0.0,0.0,30618891.48,30618891.48,30618891.48,0.0,30.619,0.0,64.6427305130951
2033-02-01,2033,2,2022527,96.93,20.47,0.409,36.939,70.65497805677253,0.0,0.0,36939126.82,36939126.82,36939126.82,0.0,36.939,0.0,70.65497805677253
2033-03-01,2033,3,2028311,85.3,24.81,0.496,43.267,73.80519608330222,0.0,0.0,43267142.86,43267142.86,43267142.86,0.0,43.267,0.0,73.80519608330222
2033-04-01,2033,4,2034096,52.95,26.43,0.529,44.49,71.73578000087521,0.0,0.0,44489668.46,44489668.46,44489668.46,0.0,44.49,0.0,71.73578000087521
2033-05-01,2033,5,2039880,38.2,23.75,0.475,42.469,65.91763095459292,0.0,0.0,42468669.19,42468669.19,42468669.19,0.0,42.469,0.0,65.91763095459292
2033-06-01,2033,6,2045665,27.33,22.07,0.441,37.63,51.86176331780881,0.0,0.0,37630404.31,37630404.31,37630404.31,0.0,37.63,0.0,51.86176331780881
2033-07-01,2033,7,2051450,28.21,18.81,0.376,28.638,48.13606038945268,0.0,0.0,28637982.41,28637982.41,28637982.41,0.0,28.638,0.0,48.13606038945268
2033-08-01,2033,8,2057234,21.42,15.71,0.314,23.096,50.2924965062705,0.0,0.0,23096291.3,23096291.3,23096291.3,0.0,23.096,0.0,50.2924965062705
2033-09-01,2033,9,2063019,45.21,13.92,0.278,17.454,47.24883860026692,0.0,0.0,17453602.07,17453602.07,17453602.07,0.0,17.454,0.0,47.24883860026692
2033-10-01,2033,10,2068803,57.34,14.34,0.287,15.733,42.539912318828705,0.0,0.0,15732866.33,15732866.33,15732866.33,0.0,15.733,0.0,42.539912318828705
2033-11-01,2033,11,2074588,78.82,15.43,0.309,18.858,44.11932161277559,0.0,0.0,18858202.84,18858202.84,18858202.84,0.0,18.858,0.0,44.11932161277559
2033-12-01,2033,12,2080372,102.94,16.1,0.322,23.515,48.46273118681644,0.0,0.0,23514859.63,23514859.63,23514859.63,0.0,23.515,0.0,48.46273118681644
2034-01-01,2034,1,2086157,80.07,20.75,0.415,30.014,56.53639839829495,0.0,0.0,30014061.63,30014061.63,30014061.63,0.0,30.014,0.0,56.53639839829495
2034-02-01,2034,2,2092141,81.68,22.44,0.449,38.393,62.74169494157688,0.0,0.0,38392538.2,38392538.2,38392538.2,0.0,38.393,0.0,62.74169494157688
2034-03-01,2034,3,2098124,65.18,25.84,0.517,42.6,67.37462673549607,0.0,0.0,42600272.47,42600272.47,42600272.47,0.0,42.6,0.0,67.37462673549607
2034-04-01,2034,4,2104108,36.66,25.35,0.507,45.221,63.415518227072994,0.0,0.0,45221472.29,45221472.29,45221472.29,0.0,45.221,0.0,63.415518227072994
2034-05-01,2034,5,2110092,33.22,24.71,0.494,42.797,60.36555877939006,0.0,0.0,42796589.97,42796589.97,42796589.97,0.0,42.797,0.0,60.36555877939006
2034-06-01,2034,6,2116076,32.85,22.68,0.454,39.354,56.378409562025915,0.0,0.0,39354228.61,39354228.61,39354228.61,0.0,39.354,0.0,56.378409562025915
2034-07-01,2034,7,2122060,17.15,21.65,0.433,30.86,55.988018840907614,0.0,0.0,30860300.95,30860300.95,30860300.95,0.0,30.86,0.0,55.988018840907614
2034-08-01,2034,8,2128043,27.34,17.02,0.34,22.233,58.41197008511854,0.0,0.0,22233192.23,22233192.23,22233192.23,0.0,22.233,0.0,58.41197008511854
2034-09-01,2034,9,2134027,50.89,13.73,0.275,18.605,61.108767704123075,0.0,0.0,18604996.45,18604996.45,18604996.45,0.0,18.605,0.0,61.108767704123075
2034-10-01,2034,10,2140011,73.28,14.1,0.282,13.946,67.67775866481293,0.0,0.0,13945941.18,13945941.18,13945941.18,0.0,13.946,0.0,67.67775866481293
2034-11-01,2034,11,2145994,79.31,13.97,0.279,15.143,66.50209079060642,0.699,0.391,13.052,21.676,38.746,1.16,16.303,1.16,66.50209079060642
2034-12-01,2034,12,2151978,108.18,16.08,0.322,23.666,66.29321430000833,1.432,0.791,9.89,16.532,29.931,1.233,24.899,2.393,66.29321430000833
2035-01-01,2035,1,2157962,100.92,20.14,0.403,30.562,74.50311139006575,0.0,0.0,27.219,30562265.67,30562265.67,-1.2699999999999998,29.292,1.123,74.50311139006575
2035-02-01,2035,2,2157962,86.27,22.52,0.45,38.184,75.50480980657802,0.0,0.0,38183974.41,38183974.41,38183974.41,-1.123,37.061,0.0,75.50480980657802
2035-03-01,2035,3,2157962,74.06,24.89,0.498,42.363,74.35881925766506,0.0,0.0,42363174.39,42363174.39,42363174.39,0.0,42.363,0.0,74.35881925766506
2035-04-01,2035,4,2157962,45.19,25.51,0.51,45.263,74.00347772374536,0.0,0.0,45262563.08,45262563.08,45262563.08,0.0,45.263,0.0,74.00347772374536
2035-05-01,2035,5,2157962,31.12,24.93,0.499,45.788,73.59332616875875,0.0,0.0,45787593.67,45787593.67,45787593.67,0.0,45.788,0.0,73.59332616875875
2035-06-01,2035,6,2157962,21.78,22.8,0.456,38.627,82.7980901664576,0.0,0.0,38626714.65,38626714.65,38626714.65,0.0,38.627,0.0,82.7980901664576
2035-07-01,2035,7,2157962,28.04,18.14,0.363,30.346,77.37454993489231,0.0,0.0,30346211.89,30346211.89,30346211.89,0.0,30.346,0.0,77.37454993489231
2035-08-01,2035,8,2157962,42.57,16.97,0.339,23.022,74.1830559062955,0.0,0.0,23021625.47,23021625.47,23021625.47,0.0,23.022,0.0,74.1830559062955
2035-09-01,2035,9,2157962,26.18,13.62,0.272,17.226,76.25232307516563,0.0,0.0,17225503.69,17225503.69,17225503.69,0.0,17.226,0.0,76.25232307516563
2035-10-01,2035,10,2157962,63.93,12.49,0.25,13.825,80.27225574808082,0.0,0.0,13825127.54,13825127.54,13825127.54,0.0,13.825,0.0,80.27225574808082
2035-11-01,2035,11,2157962,69.59,14.26,0.285,17.565,82.28053705870838,0.0,0.0,17564592.78,17564592.78,17564592.78,0.0,17.565,0.0,82.28053705870838
2035-12-01,2035,12,2157962,99.39,16.56,0.331,23.752,72.94176959028403,0.0,0.0,23752355.37,23752355.37,23752355.37,0.0,23.752,0.0,72.94176959028403
